title,genres,vote_average
Yedyanchi Jatra,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",0.0
Shikshanachya Aaicha Gho,"[{'id': 35, 'name': 'Comedy'}]",8.0
Kshanbhar Vishranti,[],0.0
Agadbam,"[{'id': 35, 'name': 'Comedy'}]",0.0
Zenda,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",6.0
Be Dune Saade Char,[],0.0
Gaiir,[],0.0
The Wild Bull,"[{'id': 35, 'name': 'Comedy'}]",0.0
Zabardast,[],0.0
Jatra: Hyalagaad Re Tyalagaad,[],0.0
Hee Porgi Kunachi,[],0.0
Dombivali Fast,[],0.0
Dhadakebaaz,"[{'id': 35, 'name': 'Comedy'}]",0.0
Ashi Hi Banwa Banwi,"[{'id': 35, 'name': 'Comedy'}]",8.0
Padosan,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",6.4
Coincidence,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",0.0
Mera Naam Joker,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",10.0
Haathi Mere Saathi,[],7.5
Benaam,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",0.0
Black Magic,"[{'id': 27, 'name': 'Horror'}]",0.0
Baton Baton Mein,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5.3
Beloved Enemy,"[{'id': 10749, 'name': 'Romance'}, {'id': 9648, 'name': 'Mystery'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]",5.0
Khubsoorat,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.7
Red Rose,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",0.0
Saboot,"[{'id': 27, 'name': 'Horror'}]",0.0
Naram Garam,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",4.8
"Just Let It Go, Friends","[{'id': 35, 'name': 'Comedy'}]",7.4
Masoom,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",4.2
Hero,"[{'id': 10749, 'name': 'Romance'}]",7.0
Rang Birangi,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",4.8
The Old Temple,"[{'id': 27, 'name': 'Horror'}]",4.0
Khamosh,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",7.5
Arjun,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]",5.3
Chameli Ki Shaadi,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",0.0
Anubhav,"[{'id': 10749, 'name': 'Romance'}]",0.0
Karma,"[{'id': 10749, 'name': 'Romance'}, {'id': 28, 'name': 'Action'}]",7.5
Tahkhana,"[{'id': 27, 'name': 'Horror'}]",0.0
Mr. India,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",7.4
Tezaab,"[{'id': 18, 'name': 'Drama'}]",5.1
Maalamaal,[],0.0
Veerana,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",4.8
Maine Pyar Kiya,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}]",7.0
Bandh Darwaza,"[{'id': 27, 'name': 'Horror'}]",0.0
Devil's Domain,"[{'id': 27, 'name': 'Horror'}]",0.0
Saajan,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",5.5
100 Days,"[{'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",0.0
Phool Aur Kaante,"[{'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",0.0
Heart,[],0.0
Jo Jeeta Wohi Sikandar,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",7.7
Suryavanshi,[],7.3
Chamatkar,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",6.5
Aankhen,"[{'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",4.8
Hum Hain Rahi Pyar Ke,[],7.6
King Uncle,[],7.0
Khal Nayak,"[{'id': 28, 'name': 'Action'}]",7.3
Waqt Hamara Hai,[],6.0
The Lady in Question,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",6.8
Meet the Patels,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}]",6.8
The Legendary Giulia and Other Miracles,"[{'id': 35, 'name': 'Comedy'}]",7.1
Natale in crociera,"[{'id': 35, 'name': 'Comedy'}]",4.5
The Inside of the White Slave Traffic,[],0.0
A Brief Season,[],0.0
Three Men in a Boat,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",3.8
The Ghost of Flight 401,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",4.3
Blue Mountain State: The Rise of Thadland,"[{'id': 35, 'name': 'Comedy'}]",5.7
Bare,"[{'id': 18, 'name': 'Drama'}]",4.4
Septic Man,"[{'id': 27, 'name': 'Horror'}]",4.7
Suhaag,[],7.0
Brave Revolutionary,[],10.0
Gopi Kishan,[],5.0
Baazi,[],7.5
Barsaat,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",5.1
Takkar,[],6.0
Sapoot,[],6.0
Khamoshi: The Musical,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",7.6
Loafer,"[{'id': 10749, 'name': 'Romance'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2.0
Raja Hindustani,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.1
Jeet,[],7.0
Agni Sakshi,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",8.5
Ghatak: Lethal,[],8.2
Chachi 420,"[{'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",6.5
Dil To Pagal Hai,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",6.6
Bhai,[],6.0
Judwaa,[],7.0
Gupt: The Hidden Truth,"[{'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",6.8
Daud,"[{'id': 28, 'name': 'Action'}]",5.6
Aflatoon,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",6.0
Bade Miyan Chote Miyan,"[{'id': 10769, 'name': 'Foreign'}]",5.0
China Gate,"[{'id': 10769, 'name': 'Foreign'}]",5.4
Pyaar Kiya To Darna Kya,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}]",6.3
Soldier,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",5.9
Sharpe's Company,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}, {'id': 36, 'name': 'History'}]",7.0
On Football,"[{'id': 18, 'name': 'Drama'}, {'id': 99, 'name': 'Documentary'}]",7.3
The Last House on Cemetery Lane,"[{'id': 27, 'name': 'Horror'}]",3.4
Krampus: The Reckoning,"[{'id': 27, 'name': 'Horror'}]",2.5
The Ice Dragon,[],7.0
11 Minutes,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.9
When the Iron Bird Flies,[],0.0
Do I Sound Gay?,"[{'id': 99, 'name': 'Documentary'}]",6.2
Rocktober Blood,"[{'id': 27, 'name': 'Horror'}, {'id': 10402, 'name': 'Music'}]",3.8
'Gator Bait,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",6.5
That's It,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",6.4
"Jinxy Jenkins, Lucky Lou","[{'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}]",7.9
Princes and Princesses,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",7.6
The Hallow,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",5.2
The Boy and the Beast,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}]",7.9
Toilet,"[{'id': 18, 'name': 'Drama'}]",6.0
This Changes Everything,"[{'id': 99, 'name': 'Documentary'}]",6.0
Strella,"[{'id': 18, 'name': 'Drama'}]",6.7
Witch from Nepal,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",7.0
Sharpe's Enemy,"[{'id': 36, 'name': 'History'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}]",6.8
Traceless,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.6
Can't Change the Meeting Place,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]",7.5
The Master and Margarita,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",6.2
På palmblad och rosor,"[{'id': 18, 'name': 'Drama'}]",6.0
Eu Não Faço a Menor Ideia do que eu Tô Fazendo Com a Minha Vida,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",6.8
Sem Pena,"[{'id': 99, 'name': 'Documentary'}]",7.0
Seasick,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",0.0
Stray Dog,"[{'id': 10752, 'name': 'War'}, {'id': 99, 'name': 'Documentary'}]",0.0
Homecoming,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",6.5
Dream Driven,"[{'id': 99, 'name': 'Documentary'}]",6.0
Cheap Smokes,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",6.3
Containment,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",5.1
Lotus Eaters,"[{'id': 18, 'name': 'Drama'}]",5.4
Southwest,"[{'id': 18, 'name': 'Drama'}]",5.5
Henrietta,"[{'id': 35, 'name': 'Comedy'}]",6.0
Taal,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}]",5.7
Hum Saath Saath Hain,"[{'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}, {'id': 10769, 'name': 'Foreign'}]",5.8
Jaanam Samjha Karo,[],7.0
Dil Kya Kare,[],5.0
Kaun?,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",5.0
Pyaar Koi Khel Nahin,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",2.0
Hogi Pyar Ki Jeet,[],7.5
Biwi No. 1,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5.6
Hello Brother,"[{'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}]",6.0
Kartoos,[],4.7
Mast,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",4.3
Kachche Dhaage,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.3
Deewane,[],3.0
Dhadkan,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}]",7.4
Khiladi 420,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",4.5
Kurukshetra,[],6.0
Mela,[],5.5
Refugee,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",5.5
Kya Kehna,[],5.0
Fiza,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}]",6.1
Bicchoo,[],3.5
Har Dil Jo Pyar Karega...,[],5.4
Pukar,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.0
Beti No. 1,[],3.0
Khauff,[],4.0
Jis Desh Mein Ganga Rehta Hai,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",7.5
Hum To Mohabbat Karega,[],0.0
Badal,"[{'id': 28, 'name': 'Action'}]",5.0
Sharpe's Honour,"[{'id': 36, 'name': 'History'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",6.3
A Dangerous Game,"[{'id': 99, 'name': 'Documentary'}]",0.0
Aim High In Creation,"[{'id': 10769, 'name': 'Foreign'}, {'id': 99, 'name': 'Documentary'}]",7.0
Mr. Dynamite: The Rise of James Brown,"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",7.1
The Falling,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.0
Hundhotellet,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}]",5.0
Monk by Blood,[],0.0
Romanovin kivet,[],5.2
Big Love,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",4.9
The Hellstrom Chronicle,"[{'id': 18, 'name': 'Drama'}, {'id': 99, 'name': 'Documentary'}]",5.9
San Francisco 2.0,"[{'id': 99, 'name': 'Documentary'}]",7.5
Walnut Bread,[],7.5
Cinema: A Public Affair,"[{'id': 99, 'name': 'Documentary'}]",0.0
Plan B,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.3
Anarchy Parlor,"[{'id': 27, 'name': 'Horror'}]",5.4
Hallway,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",0.0
I Am Syd Stone,[],6.0
"Come Back, Africa","[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}]",7.0
Cracked Nuts,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",8.0
Death Duel,"[{'id': 28, 'name': 'Action'}]",7.3
Duffy of San Quentin,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",0.0
Alone With People,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",7.0
An Afternoon,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",3.5
Half Shot at Sunrise,"[{'id': 35, 'name': 'Comedy'}]",4.0
Hercules Against the Barbarians,[],6.0
Hercules Against the Mongols,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",6.5
Hercules Against the Moon Men,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",1.8
In the Land of the Head Hunters,"[{'id': 18, 'name': 'Drama'}]",6.2
Break Free,"[{'id': 99, 'name': 'Documentary'}]",8.0
Land of Storms,"[{'id': 18, 'name': 'Drama'}]",7.5
Last of the Mobile Hot Shots,"[{'id': 18, 'name': 'Drama'}]",0.0
Match,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",5.4
You're Killing Me,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",6.0
Tru Love,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",6.7
Santa Claws,"[{'id': 27, 'name': 'Horror'}]",1.0
Boy,"[{'id': 18, 'name': 'Drama'}]",6.0
The Connection,"[{'id': 18, 'name': 'Drama'}]",5.1
The Conquerors,"[{'id': 37, 'name': 'Western'}, {'id': 18, 'name': 'Drama'}]",0.0
The Delightful Forest,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",5.4
The Double O Kid,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",3.8
The Exiles,"[{'id': 18, 'name': 'Drama'}]",6.9
Hole,[],0.0
The Secret Fury,"[{'id': 9648, 'name': 'Mystery'}]",4.3
The Victors,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",8.2
Underground,"[{'id': 18, 'name': 'Drama'}]",5.0
Asignatura pendiente,"[{'id': 18, 'name': 'Drama'}]",6.0
Isla bonita,"[{'id': 35, 'name': 'Comedy'}]",3.5
Positive I.D.,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",8.0
"Douro, Faina Fluvial","[{'id': 99, 'name': 'Documentary'}]",7.3
Falling For You,"[{'id': 53, 'name': 'Thriller'}]",0.0
Tobruk,"[{'id': 10752, 'name': 'War'}, {'id': 36, 'name': 'History'}]",6.0
Last Images of the Shipwreck,"[{'id': 18, 'name': 'Drama'}]",7.5
Gardener of Eden,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",5.8
Naomi and Ely's No Kiss List,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5.9
The Subjects,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",5.5
Geppo il folle,[],6.0
Yuppi Du,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6.2
H2S,[],5.5
Aayitha Ezhuthu,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.8
Maktub,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",6.2
Committed,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.2
The forbidden education,"[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}]",6.6
Drops of Joy,"[{'id': 99, 'name': 'Documentary'}]",8.0
Wildlike,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.6
"Pizza, Beer, and Cigarettes",[],5.4
Fighter Pilot: Operation Red Flag,"[{'id': 99, 'name': 'Documentary'}]",6.1
The C-Word,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}]",7.0
All Three of Us,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",7.8
Creed,"[{'id': 18, 'name': 'Drama'}]",7.3
William & Kate,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5.8
Dragons: Gift of the Night Fury,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",6.9
Innocent Steps,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}]",6.1
Sundays at Tiffany's,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5.5
The Gendarme in New York,"[{'id': 35, 'name': 'Comedy'}]",6.1
The Gendarme Takes Off,"[{'id': 35, 'name': 'Comedy'}]",6.5
The Gendarme of St. Tropez,"[{'id': 35, 'name': 'Comedy'}]",6.8
The Gendarme and the Creatures from Outer Space,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",6.1
The Scouting Book for Boys,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",6.9
The Girls in the Band,"[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]",0.0
Deadbeat at Dawn,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}]",6.9
Twinsters,"[{'id': 10751, 'name': 'Family'}, {'id': 99, 'name': 'Documentary'}]",7.6
Cosmic Scrat-tastrophe,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",7.4
Solace,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",6.2
Enter Laughing,[],6.0
For Singles Only,[],0.0
All About Evil,"[{'id': 27, 'name': 'Horror'}]",5.6
Breathing,"[{'id': 18, 'name': 'Drama'}]",7.2
"Bruce Lee, My Brother","[{'id': 18, 'name': 'Drama'}]",7.0
The Little Ghost,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",5.3
True Confessions of a Go-Go Girl,"[{'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]",3.8
Lejdis,"[{'id': 35, 'name': 'Comedy'}]",5.3
Money Is Not Everything,"[{'id': 35, 'name': 'Comedy'}]",8.2
Zróbmy sobie wnuka,"[{'id': 35, 'name': 'Comedy'}]",5.4
The Mighty Angel,"[{'id': 18, 'name': 'Drama'}]",6.9
The Dead and the Living,"[{'id': 18, 'name': 'Drama'}]",0.0
Shameless,"[{'id': 18, 'name': 'Drama'}]",5.2
Baby Blues,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.2
Hardkor Disko,"[{'id': 18, 'name': 'Drama'}]",6.4
Cry of the Hunted,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",6.0
The Challengers,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10770, 'name': 'TV Movie'}]",0.0
A Nanny for Christmas,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",5.2
The Hot Flashes,"[{'id': 35, 'name': 'Comedy'}]",4.5
Lost in the Sun,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.8
Jigarthanda,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",7.3
Sharpe's Regiment,[],6.8
David and Goliath,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",4.3
Frisky,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",8.2
Three Nights of Love,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",5.5
Six Days a Week,"[{'id': 35, 'name': 'Comedy'}]",0.0
Without Knowing Anything About Her,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",0.0
Somewhere Beyond Love,[],6.0
Misunderstood,"[{'id': 18, 'name': 'Drama'}]",7.5
The Sunday Woman,"[{'id': 80, 'name': 'Crime'}]",7.0
A Boy from Calabria,"[{'id': 18, 'name': 'Drama'}]",6.5
Christmas Rematch,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6.4
The Last Minute,[],6.0
Bix,[],6.0
Magnificat,"[{'id': 18, 'name': 'Drama'}]",5.0
Arcane Sorcerer,"[{'id': 10769, 'name': 'Foreign'}, {'id': 27, 'name': 'Horror'}]",6.3
The White Ship,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",6.5
Escape by Night,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",6.8
Vanina Vanini,"[{'id': 18, 'name': 'Drama'}]",6.3
The Messiah,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",6.3
I cavalieri che fecero l'impresa,[],2.3
Dov'è la libertà...?,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",6.5
Joan of Arc at the Stake,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",5.0
Il figlio più piccolo,[],5.8
A Second Childhood,[],6.8
A Golden Boy,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",4.4
Louder Than Bombs,"[{'id': 18, 'name': 'Drama'}]",6.7
Entre Abelhas,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6.8
My Wife's Husband,"[{'id': 35, 'name': 'Comedy'}]",6.3
Pouic-Pouic,"[{'id': 35, 'name': 'Comedy'}]",6.1
Algorithms,"[{'id': 99, 'name': 'Documentary'}]",0.0
Le Grand Restaurant,"[{'id': 35, 'name': 'Comedy'}]",6.5
More of Me,"[{'id': 35, 'name': 'Comedy'}]",1.0
Ferdinando and Carolina,[],0.0
Heist,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",5.6
Condemned,"[{'id': 27, 'name': 'Horror'}]",3.4
Entertainment,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",5.2
"Rio, I Love You","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",3.8
The Murder Pact,"[{'id': 53, 'name': 'Thriller'}]",4.3
PG 16...,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6.7
Sharpe's Siege,[],7.5
